occupancy_rate_at_booking,days_until_event,days_since_created,base_price,rule_based_multiplier,historical_adjustment,final_multiplier,purchase_price
0.71,18,65,1000,1.39,0.032,1.42,1420.0
0.49,47,64,1000,1.18,-0.018,1.16,1160.0
0.88,38,77,1000,1.51,-0.013,1.5,1500.0
0.86,48,49,1000,1.49,0.107,1.6,1600.0
0.52,23,63,1000,1.22,0.043,1.26,1260.0
0.3,38,16,1000,1.02,-0.024,1.0,1000.0
0.45,37,66,1000,1.15,0.054,1.2,1200.0
0.07,45,27,1000,0.82,-0.018,0.8,800.0
0.8,51,50,1000,1.44,-0.026,1.42,1420.0
0.28,6,33,1000,1.07,0.092,1.17,1170.0
0.38,33,60,1000,1.09,0.052,1.14,1140.0
0.61,33,23,1000,1.29,-0.078,1.21,1210.0
0.06,52,12,1000,0.81,-0.038,0.77,770.0
0.28,57,75,1000,1.0,0.1,1.1,1100.0
0.12,58,8,1000,0.86,-0.064,0.8,800.0
0.17,15,48,1000,0.93,-0.016,0.92,920.0
0.84,36,78,1000,1.48,0.107,1.59,1590.0
0.15,21,68,1000,0.9,0.094,1.0,1000.0
0.92,54,69,1000,1.54,-0.058,1.49,1490.0
0.41,50,71,1000,1.11,-0.065,1.05,1050.0
0.53,32,33,1000,1.22,0.088,1.31,1310.0
0.74,23,71,1000,1.4,-0.017,1.39,1390.0
0.35,27,14,1000,1.07,-0.013,1.06,1060.0
0.64,44,18,1000,1.31,-0.019,1.29,1290.0
0.66,31,11,1000,1.33,0.001,1.33,1330.0
0.39,4,22,1000,1.2,-0.062,1.14,1140.0
0.55,25,40,1000,1.24,-0.043,1.2,1200.0
0.16,26,25,1000,0.91,0.015,0.92,920.0
0.37,18,9,1000,1.1,0.028,1.12,1120.0
0.36,12,35,1000,1.1,0.077,1.18,1180.0
0.53,23,40,1000,1.23,-0.029,1.2,1200.0
0.64,34,74,1000,1.31,-0.002,1.31,1310.0
0.06,30,86,1000,0.82,-0.041,0.78,780.0
0.48,27,11,1000,1.18,0.089,1.27,1270.0
0.9,21,46,1000,1.54,-0.037,1.5,1500.0
0.47,0,83,1000,1.75,0.055,1.8,1800.0
0.52,32,47,1000,1.21,-0.01,1.2,1200.0
0.89,30,6,1000,1.53,-0.074,1.45,1450.0
0.39,1,29,1000,1.38,0.06,1.44,1440.0
0.83,19,5,1000,1.49,0.046,1.53,1530.0
0.26,34,25,1000,0.99,-0.047,0.94,940.0
0.27,38,8,1000,0.99,0.112,1.11,1110.0
0.4,17,7,1000,1.12,-0.041,1.08,1080.0
0.35,34,21,1000,1.06,0.078,1.14,1140.0
0.97,32,86,1000,1.59,-0.039,1.55,1550.0
0.87,44,64,1000,1.5,0.045,1.55,1550.0
0.18,7,5,1000,0.98,0.037,1.01,1010.0
0.95,16,79,1000,1.59,-0.053,1.54,1540.0
0.54,41,28,1000,1.22,-0.057,1.17,1170.0
0.78,31,63,1000,1.43,0.104,1.54,1540.0
0.81,7,58,1000,1.51,0.037,1.55,1550.0
0.3,28,51,1000,1.03,-0.049,0.98,980.0
0.27,53,58,1000,0.99,-0.07,0.92,920.0
0.91,9,27,1000,1.58,0.015,1.6,1600.0
0.11,10,53,1000,0.9,-0.076,0.82,820.0
0.62,19,73,1000,1.31,-0.011,1.3,1300.0
0.11,51,32,1000,0.86,0.051,0.91,910.0
0.53,21,58,1000,1.23,-0.062,1.17,1170.0
0.15,8,1,1000,0.94,0.09,1.03,1030.0
0.78,45,44,1000,1.43,0.026,1.45,1450.0
0.13,3,17,1000,1.01,0.119,1.13,1130.0
0.67,18,12,1000,1.35,0.027,1.38,1380.0
0.35,13,78,1000,1.09,0.079,1.17,1170.0
0.37,35,27,1000,1.08,0.013,1.09,1090.0
0.46,14,31,1000,1.18,0.042,1.22,1220.0
0.98,30,50,1000,1.6,0.033,1.63,1630.0
0.8,17,45,1000,1.46,0.039,1.5,1500.0
0.87,12,33,1000,1.54,-0.07,1.47,1470.0
0.73,44,2,1000,1.38,-0.038,1.35,1350.0
0.37,44,25,1000,1.08,0.086,1.16,1160.0
0.76,60,49,1000,1.41,-0.041,1.36,1360.0
0.6,31,81,1000,1.28,0.039,1.32,1320.0
0.29,7,75,1000,1.07,0.047,1.12,1120.0
0.09,12,71,1000,0.87,0.066,0.94,940.0
0.06,23,10,1000,0.83,0.001,0.83,830.0
0.58,53,89,1000,1.25,-0.071,1.18,1180.0
0.61,1,53,1000,1.57,0.083,1.65,1650.0
0.44,18,58,1000,1.16,0.014,1.17,1170.0
0.81,46,80,1000,1.45,0.066,1.52,1520.0
0.13,21,47,1000,0.89,0.055,0.94,940.0
0.31,39,43,1000,1.03,-0.074,0.95,950.0
0.52,29,90,1000,1.21,-0.031,1.18,1180.0
0.98,54,15,1000,1.59,-0.077,1.52,1520.0
0.14,24,2,1000,0.89,-0.047,0.85,850.0
0.41,44,89,1000,1.11,0.094,1.21,1210.0
0.39,37,76,1000,1.1,0.089,1.19,1190.0
0.81,39,79,1000,1.45,0.069,1.52,1520.0
0.26,16,90,1000,1.01,0.099,1.11,1110.0
0.61,11,67,1000,1.32,0.015,1.33,1330.0
0.63,24,56,1000,1.31,0.072,1.38,1380.0
0.08,54,4,1000,0.83,0.057,0.89,890.0
0.75,15,10,1000,1.43,0.021,1.45,1450.0
0.94,43,60,1000,1.56,0.047,1.61,1610.0
0.25,52,90,1000,0.97,-0.037,0.94,940.0
0.92,3,25,1000,1.68,-0.05,1.63,1630.0
0.31,10,43,1000,1.07,-0.013,1.06,1060.0
0.81,16,47,1000,1.47,-0.002,1.47,1470.0
0.93,25,64,1000,1.56,-0.057,1.51,1510.0
0.86,22,87,1000,1.51,0.082,1.59,1590.0
0.65,3,80,1000,1.45,-0.031,1.42,1420.0
0.72,12,33,1000,1.41,0.016,1.42,1420.0
0.53,1,68,1000,1.5,-0.078,1.42,1420.0
0.29,44,28,1000,1.01,0.051,1.06,1060.0
0.8,16,40,1000,1.47,0.011,1.48,1480.0
0.61,53,69,1000,1.28,0.026,1.31,1310.0
0.93,26,23,1000,1.56,-0.025,1.54,1540.0
0.33,4,67,1000,1.15,-0.07,1.08,1080.0
0.76,41,4,1000,1.41,-0.029,1.38,1380.0
0.12,31,18,1000,0.87,-0.036,0.84,840.0
0.29,20,23,1000,1.03,-0.078,0.95,950.0
0.69,5,3,1000,1.44,-0.051,1.39,1390.0
0.21,26,45,1000,0.95,0.113,1.06,1060.0
0.49,34,88,1000,1.18,0.08,1.26,1260.0
0.9,24,12,1000,1.54,-0.071,1.47,1470.0
0.08,45,11,1000,0.83,-0.037,0.79,790.0
0.83,1,7,1000,1.76,0.032,1.79,1790.0
0.83,8,40,1000,1.52,0.043,1.57,1570.0
0.85,38,82,1000,1.49,0.019,1.51,1510.0
0.41,47,60,1000,1.11,0.053,1.16,1160.0
0.92,19,36,1000,1.56,0.067,1.63,1630.0
0.1,48,85,1000,0.85,0.083,0.93,930.0
0.1,5,59,1000,0.93,0.014,0.95,950.0
0.17,45,71,1000,0.91,-0.048,0.86,860.0
0.45,46,71,1000,1.15,0.074,1.22,1220.0
0.51,19,75,1000,1.21,0.046,1.26,1260.0
0.33,28,78,1000,1.05,0.083,1.13,1130.0
0.83,40,13,1000,1.47,0.061,1.53,1530.0
0.83,55,64,1000,1.47,0.023,1.49,1490.0
0.46,50,81,1000,1.15,-0.076,1.08,1080.0
0.57,31,29,1000,1.25,-0.06,1.19,1190.0
0.65,4,27,1000,1.42,-0.053,1.37,1370.0
0.77,30,66,1000,1.42,0.104,1.53,1530.0
0.79,48,79,1000,1.43,0.064,1.5,1500.0
0.79,26,6,1000,1.44,-0.043,1.4,1400.0
0.55,58,74,1000,1.23,-0.011,1.22,1220.0
0.09,51,29,1000,0.84,-0.001,0.84,840.0
0.38,25,7,1000,1.1,0.06,1.16,1160.0
0.09,4,28,1000,0.95,0.03,0.98,980.0
0.11,18,55,1000,0.88,0.117,0.99,990.0
0.2,0,51,1000,1.52,-0.007,1.51,1510.0
0.62,12,76,1000,1.32,-0.074,1.25,1250.0
0.85,32,31,1000,1.49,-0.036,1.45,1450.0
0.07,13,64,1000,0.85,0.093,0.95,950.0
0.8,46,9,1000,1.44,-0.07,1.37,1370.0
0.73,28,86,1000,1.39,0.039,1.43,1430.0
0.93,47,37,1000,1.55,0.037,1.59,1590.0
0.64,6,20,1000,1.38,-0.022,1.36,1360.0
0.64,20,55,1000,1.32,0.118,1.44,1440.0
0.87,8,77,1000,1.56,0.054,1.61,1610.0
0.91,12,24,1000,1.57,0.114,1.68,1680.0
0.67,26,70,1000,1.34,0.091,1.43,1430.0
0.83,25,4,1000,1.48,0.046,1.52,1520.0
0.58,32,58,1000,1.26,0.008,1.27,1270.0
0.94,38,46,1000,1.56,0.082,1.65,1650.0
0.48,30,77,1000,1.18,-0.078,1.1,1100.0
0.49,6,87,1000,1.25,-0.038,1.21,1210.0
0.86,18,42,1000,1.51,0.037,1.55,1550.0
0.51,34,22,1000,1.2,0.113,1.31,1310.0
0.69,14,32,1000,1.38,-0.029,1.35,1350.0
0.69,7,2,1000,1.41,0.036,1.45,1450.0
0.97,41,1,1000,1.59,0.111,1.7,1700.0
0.05,60,75,1000,0.8,-0.024,0.78,780.0
0.1,60,34,1000,0.84,0.024,0.87,870.0
0.95,35,24,1000,1.57,-0.071,1.5,1500.0
0.71,54,82,1000,1.36,0.109,1.47,1470.0
0.85,8,4,1000,1.54,0.006,1.54,1540.0
0.65,43,44,1000,1.32,0.053,1.37,1370.0
0.85,41,16,1000,1.49,0.084,1.57,1570.0
0.16,54,59,1000,0.9,0.115,1.01,1010.0
0.9,17,37,1000,1.55,0.022,1.57,1570.0
0.55,55,77,1000,1.23,0.012,1.24,1240.0
0.96,57,74,1000,1.58,-0.058,1.52,1520.0
0.22,24,44,1000,0.96,-0.0,0.96,960.0
0.78,35,81,1000,1.43,0.054,1.48,1480.0
0.84,60,51,1000,1.47,0.036,1.51,1510.0
0.89,28,47,1000,1.53,-0.034,1.49,1490.0
0.83,51,20,1000,1.47,0.027,1.49,1490.0
0.78,0,76,1000,2.01,0.039,2.05,2050.0
0.61,42,67,1000,1.28,-0.03,1.25,1250.0
0.11,37,65,1000,0.86,0.012,0.87,870.0
0.07,47,35,1000,0.82,0.026,0.85,850.0
0.1,34,83,1000,0.85,-0.014,0.84,840.0
0.07,1,15,1000,1.11,0.1,1.21,1210.0
0.3,34,71,1000,1.02,-0.062,0.96,960.0
0.47,1,73,1000,1.45,0.012,1.46,1460.0
0.94,21,86,1000,1.58,-0.041,1.53,1530.0
0.84,13,74,1000,1.51,0.036,1.54,1540.0
0.23,59,41,1000,0.96,-0.059,0.9,900.0
0.62,49,33,1000,1.29,0.03,1.32,1320.0
0.13,8,66,1000,0.93,0.111,1.04,1040.0
0.79,35,8,1000,1.44,0.013,1.45,1450.0
0.59,50,71,1000,1.26,-0.006,1.26,1260.0
0.1,45,49,1000,0.85,0.052,0.9,900.0
0.95,7,88,1000,1.63,-0.003,1.63,1630.0
0.22,35,12,1000,0.95,-0.05,0.9,900.0
0.86,34,67,1000,1.5,0.104,1.6,1600.0
0.46,10,66,1000,1.2,-0.052,1.14,1140.0
0.89,11,34,1000,1.56,-0.073,1.48,1480.0
0.83,7,86,1000,1.53,0.091,1.62,1620.0
0.11,29,29,1000,0.86,0.044,0.91,910.0
0.35,26,66,1000,1.07,0.083,1.15,1150.0
0.5,51,59,1000,1.19,-0.013,1.17,1170.0
0.83,33,55,1000,1.47,0.11,1.58,1580.0
0.55,5,60,1000,1.32,0.031,1.35,1350.0
0.52,17,40,1000,1.23,-0.038,1.19,1190.0
0.41,18,19,1000,1.13,-0.064,1.07,1070.0
0.07,20,11,1000,0.84,0.06,0.9,900.0
0.81,41,77,1000,1.45,-0.036,1.42,1420.0
0.15,21,70,1000,0.9,0.068,0.97,970.0
0.19,43,42,1000,0.93,-0.064,0.86,860.0
0.12,40,28,1000,0.87,0.062,0.93,930.0
0.41,4,35,1000,1.22,0.062,1.28,1280.0
0.18,38,9,1000,0.92,-0.077,0.84,840.0
0.26,15,75,1000,1.01,0.01,1.02,1020.0
0.61,25,79,1000,1.29,-0.055,1.24,1240.0
0.56,2,39,1000,1.43,-0.04,1.39,1390.0
0.19,16,37,1000,0.95,-0.009,0.94,940.0
0.81,49,11,1000,1.45,-0.045,1.41,1410.0
0.79,57,10,1000,1.43,-0.034,1.4,1400.0
0.4,56,32,1000,1.1,0.118,1.22,1220.0
0.74,12,19,1000,1.43,-0.026,1.4,1400.0
0.41,7,58,1000,1.17,0.055,1.23,1230.0
0.1,34,85,1000,0.85,-0.011,0.84,840.0
0.43,27,16,1000,1.14,0.1,1.24,1240.0
0.77,50,46,1000,1.42,0.022,1.44,1440.0
0.07,41,64,1000,0.82,-0.006,0.82,820.0
0.65,38,56,1000,1.32,-0.069,1.25,1250.0
0.91,34,47,1000,1.54,0.097,1.64,1640.0
0.88,32,82,1000,1.52,0.103,1.62,1620.0
0.39,16,13,1000,1.12,-0.048,1.07,1070.0
0.37,25,15,1000,1.09,0.019,1.11,1110.0
0.25,50,38,1000,0.97,-0.047,0.93,930.0
0.18,16,67,1000,0.94,-0.039,0.9,900.0
0.88,5,17,1000,1.6,-0.048,1.55,1550.0
0.79,57,89,1000,1.43,-0.04,1.39,1390.0
0.74,14,85,1000,1.42,0.056,1.48,1480.0
0.48,46,20,1000,1.17,0.1,1.27,1270.0
0.56,7,40,1000,1.3,0.06,1.36,1360.0
0.05,53,1,1000,0.8,-0.002,0.8,800.0
0.4,28,81,1000,1.11,0.047,1.16,1160.0
0.37,5,10,1000,1.16,0.112,1.28,1280.0
0.72,40,90,1000,1.38,-0.056,1.32,1320.0
0.16,34,83,1000,0.9,0.096,1.0,1000.0
0.49,52,68,1000,1.18,-0.04,1.14,1140.0
0.16,55,50,1000,0.9,-0.008,0.89,890.0
0.85,31,68,1000,1.49,-0.017,1.47,1470.0
0.62,25,5,1000,1.3,0.029,1.33,1330.0
0.43,19,24,1000,1.15,-0.022,1.12,1120.0
0.31,17,17,1000,1.05,0.109,1.16,1160.0
0.81,41,78,1000,1.45,0.044,1.5,1500.0
0.54,2,74,1000,1.41,0.085,1.49,1490.0
0.78,6,34,1000,1.5,-0.075,1.42,1420.0
0.72,54,42,1000,1.37,0.075,1.45,1450.0
0.92,40,18,1000,1.55,-0.071,1.48,1480.0
0.94,20,3,1000,1.58,0.015,1.59,1590.0
0.39,35,13,1000,1.1,0.028,1.13,1130.0
0.12,57,86,1000,0.86,0.092,0.95,950.0
0.49,29,10,1000,1.19,0.068,1.25,1250.0
0.85,19,88,1000,1.5,0.106,1.61,1610.0
0.57,3,16,1000,1.38,0.114,1.5,1500.0
0.86,44,17,1000,1.49,-0.06,1.43,1430.0
0.13,42,8,1000,0.87,0.054,0.93,930.0
0.7,57,59,1000,1.36,0.035,1.39,1390.0
0.06,47,6,1000,0.81,0.075,0.89,890.0
0.25,32,38,1000,0.98,0.013,0.99,990.0
0.64,0,55,1000,1.89,-0.039,1.85,1850.0
0.5,47,72,1000,1.19,0.055,1.24,1240.0
0.73,2,83,1000,1.57,0.017,1.59,1590.0
0.56,46,85,1000,1.24,-0.064,1.18,1180.0
0.28,46,1,1000,1.0,0.02,1.02,1020.0
0.73,38,49,1000,1.39,-0.064,1.32,1320.0
0.29,45,76,1000,1.01,0.035,1.04,1040.0
0.09,42,49,1000,0.84,0.112,0.95,950.0
0.84,23,37,1000,1.49,0.039,1.53,1530.0
0.18,27,89,1000,0.92,0.06,0.98,980.0
0.59,6,57,1000,1.34,-0.015,1.32,1320.0
0.93,2,70,1000,1.74,0.074,1.81,1810.0
0.31,30,84,1000,1.03,-0.002,1.03,1030.0
0.95,13,20,1000,1.6,0.038,1.64,1640.0
0.88,21,87,1000,1.53,-0.066,1.46,1460.0
0.43,56,40,1000,1.13,-0.064,1.06,1060.0
0.91,30,60,1000,1.54,-0.006,1.54,1540.0
0.57,42,48,1000,1.25,-0.077,1.17,1170.0
0.11,46,39,1000,0.86,-0.028,0.83,830.0
0.06,43,10,1000,0.81,0.04,0.85,850.0
0.19,22,1,1000,0.94,0.081,1.02,1020.0
0.3,27,85,1000,1.03,0.005,1.03,1030.0
0.3,12,59,1000,1.05,0.067,1.12,1120.0
0.59,27,38,1000,1.27,0.065,1.34,1340.0
0.82,52,90,1000,1.46,0.1,1.56,1560.0
0.06,40,79,1000,0.82,-0.064,0.75,750.0
0.75,10,49,1000,1.44,-0.005,1.44,1440.0
0.64,5,13,1000,1.39,0.027,1.42,1420.0
0.5,0,21,1000,1.77,-0.075,1.7,1700.0
0.76,2,55,1000,1.6,0.073,1.67,1670.0
0.52,18,69,1000,1.22,0.072,1.3,1300.0
0.48,15,56,1000,1.2,0.013,1.21,1210.0
0.49,0,46,1000,1.77,-0.076,1.69,1690.0
0.65,48,4,1000,1.31,0.104,1.42,1420.0
0.9,46,42,1000,1.53,-0.054,1.47,1470.0
0.57,9,63,1000,1.29,-0.021,1.27,1270.0
0.56,37,51,1000,1.24,0.003,1.25,1250.0
0.14,26,56,1000,0.89,0.037,0.93,930.0
0.26,35,54,1000,0.99,0.068,1.06,1060.0
0.41,12,18,1000,1.14,0.078,1.22,1220.0
0.39,23,10,1000,1.11,-0.013,1.09,1090.0
0.63,29,47,1000,1.31,0.043,1.35,1350.0
0.37,28,62,1000,1.09,-0.075,1.01,1010.0
0.72,22,38,1000,1.39,0.086,1.47,1470.0
0.9,19,21,1000,1.55,-0.048,1.5,1500.0
0.77,45,12,1000,1.42,0.114,1.53,1530.0
0.85,56,61,1000,1.48,0.059,1.54,1540.0
0.98,47,23,1000,1.6,0.067,1.66,1660.0
0.08,1,13,1000,1.12,0.008,1.13,1130.0
0.57,4,16,1000,1.35,0.104,1.46,1460.0
0.5,17,16,1000,1.21,0.024,1.23,1230.0
0.95,28,37,1000,1.58,0.055,1.63,1630.0
0.38,23,22,1000,1.1,-0.006,1.09,1090.0
0.42,28,70,1000,1.13,-0.003,1.12,1120.0
0.53,26,78,1000,1.22,-0.074,1.15,1150.0
0.35,28,29,1000,1.07,-0.008,1.06,1060.0
0.36,42,43,1000,1.07,-0.034,1.04,1040.0
0.77,36,64,1000,1.42,0.029,1.45,1450.0
0.26,43,76,1000,0.98,-0.011,0.97,970.0
0.79,21,65,1000,1.45,0.082,1.53,1530.0
0.69,35,14,1000,1.35,0.039,1.39,1390.0
0.47,36,59,1000,1.17,0.002,1.17,1170.0
0.35,10,28,1000,1.1,-0.011,1.09,1090.0
0.59,2,17,1000,1.45,0.101,1.55,1550.0
0.2,9,88,1000,0.98,0.049,1.03,1030.0
0.72,9,43,1000,1.42,0.058,1.48,1480.0
0.06,14,34,1000,0.84,0.068,0.91,910.0
0.42,44,4,1000,1.12,0.049,1.17,1170.0
0.8,22,82,1000,1.46,-0.042,1.41,1410.0
0.18,58,10,1000,0.91,0.047,0.96,960.0
0.63,44,63,1000,1.3,-0.043,1.26,1260.0
0.78,12,51,1000,1.46,0.052,1.51,1510.0
0.5,5,44,1000,1.28,0.081,1.36,1360.0
0.65,30,88,1000,1.32,0.037,1.36,1360.0
0.95,38,7,1000,1.57,-0.037,1.54,1540.0
0.95,4,58,1000,1.68,0.006,1.68,1680.0
0.37,40,12,1000,1.08,0.005,1.08,1080.0
0.69,45,36,1000,1.35,0.106,1.46,1460.0
0.95,27,55,1000,1.58,0.057,1.64,1640.0
0.61,9,38,1000,1.33,0.004,1.33,1330.0
0.33,32,15,1000,1.05,0.09,1.14,1140.0
0.67,58,42,1000,1.33,-0.051,1.28,1280.0
0.42,29,31,1000,1.13,-0.017,1.11,1110.0
0.81,38,54,1000,1.45,0.074,1.53,1530.0
0.41,47,59,1000,1.11,-0.062,1.05,1050.0
0.17,33,81,1000,0.91,0.104,1.02,1020.0
0.25,9,1,1000,1.02,0.073,1.1,1100.0
0.49,21,82,1000,1.19,-0.071,1.12,1120.0
0.95,28,81,1000,1.58,0.016,1.59,1590.0
0.93,25,31,1000,1.56,0.071,1.63,1630.0
0.7,22,53,1000,1.37,0.095,1.47,1470.0
0.51,52,27,1000,1.19,-0.002,1.19,1190.0
0.98,20,70,1000,1.61,0.089,1.7,1700.0
0.3,8,23,1000,1.07,0.029,1.1,1100.0
0.97,30,65,1000,1.59,-0.036,1.56,1560.0
0.4,30,87,1000,1.11,-0.043,1.07,1070.0
0.35,43,86,1000,1.06,-0.006,1.06,1060.0
0.22,59,62,1000,0.95,-0.027,0.92,920.0
0.31,13,27,1000,1.06,0.053,1.11,1110.0
0.41,42,17,1000,1.11,0.055,1.17,1170.0
0.82,46,67,1000,1.46,-0.066,1.39,1390.0
0.19,18,71,1000,0.94,0.097,1.04,1040.0
0.23,53,78,1000,0.96,0.081,1.04,1040.0
0.55,45,1,1000,1.23,0.033,1.26,1260.0
0.15,9,47,1000,0.94,0.015,0.95,950.0
0.93,56,65,1000,1.55,-0.037,1.51,1510.0
0.9,27,27,1000,1.54,0.047,1.58,1580.0
0.96,30,9,1000,1.59,0.081,1.67,1670.0
0.67,2,53,1000,1.52,0.116,1.64,1640.0
0.88,5,90,1000,1.6,-0.051,1.55,1550.0
0.85,3,52,1000,1.62,0.004,1.63,1630.0
0.8,42,37,1000,1.44,-0.078,1.37,1370.0
0.43,20,79,1000,1.14,-0.001,1.14,1140.0
0.28,55,8,1000,1.0,0.024,1.02,1020.0
0.09,45,57,1000,0.84,-0.044,0.8,800.0
0.82,44,27,1000,1.46,-0.051,1.41,1410.0
0.39,31,7,1000,1.1,0.07,1.17,1170.0
0.24,59,13,1000,0.96,0.036,1.0,1000.0
0.51,47,65,1000,1.2,-0.067,1.13,1130.0
0.96,22,80,1000,1.59,0.057,1.65,1650.0
0.44,14,53,1000,1.16,0.112,1.28,1280.0
0.72,12,74,1000,1.41,0.108,1.52,1520.0
0.7,48,63,1000,1.36,0.054,1.41,1410.0
0.3,12,8,1000,1.05,-0.015,1.04,1040.0
0.29,41,83,1000,1.01,0.074,1.08,1080.0
0.83,53,80,1000,1.47,0.097,1.56,1560.0
0.26,19,68,1000,1.0,-0.076,0.92,920.0
0.31,3,59,1000,1.16,0.077,1.24,1240.0
0.35,6,5,1000,1.13,0.036,1.17,1170.0
0.77,15,87,1000,1.44,-0.061,1.38,1380.0
0.47,36,2,1000,1.17,0.015,1.18,1180.0
0.48,28,17,1000,1.18,0.065,1.24,1240.0
0.16,36,45,1000,0.9,0.072,0.97,970.0
0.39,11,20,1000,1.13,-0.016,1.12,1120.0
0.55,18,88,1000,1.25,0.114,1.36,1360.0
0.47,12,73,1000,1.2,-0.041,1.16,1160.0
0.19,34,29,1000,0.93,-0.034,0.89,890.0
0.49,26,24,1000,1.19,0.04,1.23,1230.0
0.22,3,75,1000,1.09,0.066,1.15,1150.0
0.29,33,21,1000,1.01,-0.074,0.94,940.0
0.72,21,83,1000,1.39,0.033,1.42,1420.0
0.89,51,7,1000,1.52,0.027,1.55,1550.0
0.93,12,38,1000,1.59,-0.08,1.51,1510.0
0.66,53,5,1000,1.32,0.013,1.33,1330.0
0.12,10,45,1000,0.91,-0.043,0.86,860.0
0.44,50,63,1000,1.14,-0.023,1.11,1110.0
0.62,55,65,1000,1.29,-0.064,1.22,1220.0
0.91,18,55,1000,1.56,-0.055,1.5,1500.0
0.17,2,14,1000,1.09,0.039,1.13,1130.0
0.28,14,28,1000,1.03,0.045,1.07,1070.0
0.68,6,67,1000,1.41,-0.076,1.34,1340.0
0.37,26,44,1000,1.09,-0.043,1.04,1040.0
0.92,22,23,1000,1.56,-0.042,1.52,1520.0
0.35,41,58,1000,1.06,0.052,1.11,1110.0
0.12,40,9,1000,0.87,-0.049,0.82,820.0
0.23,49,25,1000,0.96,0.026,0.98,980.0
0.33,29,83,1000,1.05,-0.053,1.0,1000.0
0.59,42,37,1000,1.27,0.108,1.37,1370.0
0.57,11,70,1000,1.28,0.065,1.35,1350.0
0.15,2,82,1000,1.08,-0.001,1.08,1080.0
0.26,10,84,1000,1.03,0.019,1.04,1040.0
0.86,12,88,1000,1.53,-0.072,1.45,1450.0
0.72,33,13,1000,1.38,0.004,1.38,1380.0
0.11,38,62,1000,0.86,-0.066,0.79,790.0
0.53,23,30,1000,1.23,0.012,1.24,1240.0
0.8,10,85,1000,1.48,0.039,1.52,1520.0
0.92,35,1,1000,1.55,0.053,1.6,1600.0
0.34,37,65,1000,1.05,-0.0,1.05,1050.0
0.72,58,72,1000,1.37,-0.077,1.3,1300.0
0.41,31,59,1000,1.12,-0.012,1.1,1100.0
0.31,43,53,1000,1.03,0.029,1.06,1060.0
0.39,8,58,1000,1.15,0.055,1.2,1200.0
0.58,50,18,1000,1.25,0.009,1.26,1260.0
0.55,60,71,1000,1.23,-0.014,1.21,1210.0
0.22,55,43,1000,0.95,-0.074,0.87,870.0
0.12,2,62,1000,1.05,-0.05,1.0,1000.0
0.16,16,76,1000,0.92,0.033,0.95,950.0
0.75,30,87,1000,1.41,-0.052,1.35,1350.0
0.62,20,24,1000,1.31,0.068,1.37,1370.0
0.16,53,22,1000,0.9,-0.007,0.89,890.0
0.27,41,27,1000,0.99,-0.056,0.94,940.0
0.28,21,26,1000,1.02,0.001,1.02,1020.0
0.9,33,23,1000,1.53,0.088,1.62,1620.0
0.09,6,30,1000,0.91,-0.07,0.84,840.0
0.58,14,16,1000,1.28,0.039,1.32,1320.0
0.25,1,58,1000,1.26,0.029,1.29,1290.0
0.14,55,36,1000,0.88,-0.074,0.81,810.0
0.9,47,81,1000,1.53,-0.048,1.48,1480.0
0.83,3,32,1000,1.61,-0.016,1.59,1590.0
0.76,40,10,1000,1.41,0.021,1.43,1430.0
0.06,9,78,1000,0.86,0.113,0.97,970.0
0.95,15,63,1000,1.6,-0.041,1.55,1550.0
0.32,27,25,1000,1.04,-0.051,0.99,990.0
0.27,51,77,1000,0.99,0.043,1.03,1030.0
0.4,47,49,1000,1.1,0.085,1.19,1190.0
0.68,42,15,1000,1.34,-0.065,1.28,1280.0
0.79,40,31,1000,1.44,-0.075,1.36,1360.0
0.41,32,53,1000,1.12,0.102,1.22,1220.0
0.75,0,65,1000,1.99,-0.077,1.91,1910.0
0.45,28,82,1000,1.15,0.08,1.23,1230.0
0.12,42,13,1000,0.87,-0.012,0.85,850.0
0.92,43,26,1000,1.55,0.09,1.64,1640.0
0.34,28,59,1000,1.06,0.019,1.08,1080.0
0.83,48,15,1000,1.47,0.006,1.47,1470.0
0.7,41,89,1000,1.36,0.014,1.37,1370.0
0.35,26,69,1000,1.07,0.083,1.15,1150.0
0.98,22,63,1000,1.61,0.051,1.66,1660.0
0.83,15,81,1000,1.49,0.026,1.52,1520.0
0.93,58,25,1000,1.55,-0.076,1.47,1470.0
0.27,43,81,1000,0.99,0.033,1.03,1030.0
0.59,22,10,1000,1.28,0.111,1.39,1390.0
0.53,51,72,1000,1.21,-0.072,1.14,1140.0
0.85,21,16,1000,1.5,-0.064,1.44,1440.0
0.15,49,87,1000,0.89,-0.045,0.84,840.0
0.51,35,48,1000,1.2,0.089,1.29,1290.0
0.27,34,57,1000,1.0,-0.065,0.93,930.0
0.47,26,43,1000,1.17,0.035,1.21,1210.0
0.2,30,63,1000,0.94,-0.002,0.94,940.0
0.41,15,16,1000,1.14,0.091,1.23,1230.0
0.1,10,77,1000,0.89,0.067,0.96,960.0
0.91,38,9,1000,1.54,0.08,1.62,1620.0
0.27,20,36,1000,1.01,0.066,1.07,1070.0
0.28,22,14,1000,1.01,0.066,1.08,1080.0
0.06,26,10,1000,0.82,0.039,0.86,860.0
0.62,18,16,1000,1.31,-0.051,1.26,1260.0
0.86,10,30,1000,1.54,-0.037,1.5,1500.0
0.6,34,28,1000,1.28,-0.0,1.28,1280.0
0.8,5,22,1000,1.53,0.062,1.59,1590.0
